Strategy_FutScen_nr,District,Zone,Region,Strata,Strata_withoutUrban,Strategy,FutScen_label
83,Bariadi DC,Lake,Simiyu,high,high,revNMSP7a_adj_VConly,ITN MRC continuous
83,Nsimbo,Southwest Highlands,Katavi,high,high,revNMSP3a_adj,ITN MRC continuous
83,Muheza,Northern,Tanga,high,high,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN MRC continuous
83,Nanyumbu,Southern,Mtwara,high,high,revNMSP3b_adj_withIPTsc,ITN MRC continuous
83,Kaliua,Western,Tabora,high,high,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN MRC continuous
83,Masasi Township Authority,Southern,Mtwara,high,high,revNMSP7a_adj_VConly,ITN MRC continuous
83,Handeni,Northern,Tanga,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous
83,Itilima,Lake,Simiyu,moderate,moderate,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN MRC continuous
83,Mtwara DC,Southern,Mtwara,high,high,revNMSP7a_adj_VConly,ITN MRC continuous
83,Mlele,Southwest Highlands,Katavi,high,high,revNMSP3a_adj,ITN MRC continuous
83,Newala DC,Southern,Mtwara,high,high,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN MRC continuous
83,Busokelo,Southwest Highlands,Mbeya,high,high,revNMSP7a_adj_VConly,ITN MRC continuous
83,Morogoro,Eastern,Morogoro,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous
83,Lindi,Southern,Lindi,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous
83,Namtumbo,Southern Highlands,Ruvuma,high,high,revNMSP3b_adj_withIPTsc,ITN MRC continuous
83,Nanyamba TC,Southern,Mtwara,high,high,revNMSP3b_adj_withIPTsc,ITN MRC continuous
83,Nanyamba TC,Southern,Mtwara,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous
83,Msalala,Lake,Shinyanga,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous
83,Masasi Township Authority,Southern,Mtwara,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous
83,Kibaha Urban,Eastern,Pwani,moderate,moderate,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN MRC continuous
83,Ulanga,Eastern,Morogoro,high,high,revNMSP3b_adj_withIPTsc,ITN MRC continuous
83,Mafia,Eastern,Pwani,high,high,revNMSP3b_adj_withIPTsc,ITN MRC continuous
83,Mbinga TC,Southern Highlands,Ruvuma,moderate,moderate,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN MRC continuous
83,Kaliua,Western,Tabora,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous
83,Rufiji,Eastern,Pwani,high,high,revNMSP7a_adj_VConly,ITN MRC continuous
83,Mkuranga,Eastern,Pwani,high,high,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN MRC continuous
83,Kilwa,Southern,Lindi,high,high,revNMSP3b_adj_withIPTsc,ITN MRC continuous
83,Kaliua,Western,Tabora,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous
83,Chalinze,Eastern,Pwani,moderate,moderate,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN MRC continuous
83,Kilombero,Eastern,Morogoro,moderate,moderate,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN MRC continuous
83,Mpanda,Southwest Highlands,Katavi,moderate,moderate,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN MRC continuous
83,Mlele,Southwest Highlands,Katavi,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous
83,Masasi,Southern,Mtwara,high,high,revNMSP3a_adj,ITN MRC continuous
83,Mkinga,Northern,Tanga,moderate,moderate,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN MRC continuous
83,Liwale,Southern,Lindi,high,high,revNMSP3a_adj,ITN MRC continuous
83,Ruangwa,Southern,Lindi,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous
83,Kishapu,Lake,Shinyanga,moderate,moderate,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN MRC continuous
83,Songwe,Southwest Highlands,Songwe,moderate,moderate,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN MRC continuous
83,Kalambo,Southwest Highlands,Rukwa,moderate,moderate,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN MRC continuous
83,Kwimba,Lake,Mwanza,moderate,moderate,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN MRC continuous
83,Nyasa,Southern Highlands,Ruvuma,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous
83,Kaliua,Western,Tabora,high,high,revNMSP7a_adj_VConly,ITN MRC continuous
83,Lindi,Southern,Lindi,high,high,revNMSP7a_adj_VConly,ITN MRC continuous
83,Tanga Urban,Northern,Tanga,urban,moderate,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN MRC continuous
83,Uyui,Western,Tabora,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous
83,Ilemela,Lake,Mwanza,urban,moderate,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN MRC continuous
83,Ruangwa,Southern,Lindi,high,high,revNMSP7a_adj_VConly,ITN MRC continuous
83,Nsimbo,Southwest Highlands,Katavi,high,high,revNMSP3b_adj_withIPTsc,ITN MRC continuous
83,Rufiji,Eastern,Pwani,high,high,revNMSP3b_adj_withIPTsc,ITN MRC continuous
83,Masasi Township Authority,Southern,Mtwara,high,high,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN MRC continuous
83,Bahi,Central,Dodoma,moderate,moderate,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN MRC continuous
83,Tunduru,Southern Highlands,Ruvuma,high,high,revNMSP7a_adj_VConly,ITN MRC continuous
83,Rufiji,Eastern,Pwani,high,high,revNMSP3a_adj,ITN MRC continuous
83,Malinyi,Eastern,Morogoro,high,high,revNMSP3b_adj_withIPTsc,ITN MRC continuous
83,Namtumbo,Southern Highlands,Ruvuma,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous
83,Masasi Township Authority,Southern,Mtwara,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous
83,Mkuranga,Eastern,Pwani,high,high,revNMSP3a_adj,ITN MRC continuous
83,Morogoro,Eastern,Morogoro,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous
83,Bunda TC,Lake,Mara,moderate,moderate,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN MRC continuous
83,Namtumbo,Southern Highlands,Ruvuma,high,high,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN MRC continuous
83,Songea DC,Southern Highlands,Ruvuma,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous
83,Masasi,Southern,Mtwara,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous
83,Handeni Mjini,Northern,Tanga,high,high,revNMSP7a_adj_VConly,ITN MRC continuous
83,Morogoro Urban,Eastern,Morogoro,urban,moderate,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN MRC continuous
83,Busokelo,Southwest Highlands,Mbeya,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous
83,Bariadi DC,Lake,Simiyu,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous
83,Bagamoyo,Eastern,Pwani,moderate,moderate,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN MRC continuous
83,Handeni Mjini,Northern,Tanga,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous
83,Rufiji,Eastern,Pwani,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous
83,Itigi,Central,Singida,moderate,moderate,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN MRC continuous
83,Nzega TC,Western,Tabora,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous
83,Ludewa,Southern Highlands,Njombe,moderate,moderate,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN MRC continuous
83,Ulanga,Eastern,Morogoro,high,high,revNMSP7a_adj_VConly,ITN MRC continuous
83,Muheza,Northern,Tanga,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous
83,Songea Urban,Southern Highlands,Ruvuma,urban,moderate,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN MRC continuous
83,Mkuranga,Eastern,Pwani,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous
83,Mbinga,Southern Highlands,Ruvuma,moderate,moderate,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN MRC continuous
83,Nzega TC,Western,Tabora,high,high,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN MRC continuous
84,Buhigwe,Western,Kigoma,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Kibondo,Western,Kigoma,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Karagwe,Lake,Kagera,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Geita,Lake,Geita,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Missenyi,Lake,Kagera,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Chato,Lake,Geita,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Bukoba,Lake,Kagera,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Buchosa DC,Lake,Mwanza,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Kasulu,Western,Kigoma,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Misungwi,Lake,Mwanza,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Nyang'wale,Lake,Geita,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Nyang'wale,Lake,Geita,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Karagwe,Lake,Kagera,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Kyerwa,Lake,Kagera,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Chato,Lake,Geita,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Kyerwa,Lake,Kagera,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Tarime,Lake,Mara,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Biharamulo,Lake,Kagera,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Bukoba,Lake,Kagera,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Kasulu,Western,Kigoma,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Butiama,Lake,Mara,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Biharamulo,Lake,Kagera,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Misungwi,Lake,Mwanza,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Sengerema DC,Lake,Mwanza,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Uvinza,Western,Kigoma,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Serengeti,Lake,Mara,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Musoma,Lake,Mara,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Serengeti,Lake,Mara,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Kigoma,Western,Kigoma,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Buhigwe,Western,Kigoma,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Buchosa DC,Lake,Mwanza,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Kakonko,Western,Kigoma,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Kigoma,Western,Kigoma,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Sengerema DC,Lake,Mwanza,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Muleba,Lake,Kagera,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Mbogwe,Lake,Geita,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Tarime,Lake,Mara,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Ukerewe,Lake,Mwanza,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Missenyi,Lake,Kagera,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Bunda DC,Lake,Mara,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Butiama,Lake,Mara,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Muleba,Lake,Kagera,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Ngara,Lake,Kagera,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Uvinza,Western,Kigoma,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Rorya,Lake,Mara,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Geita,Lake,Geita,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Musoma,Lake,Mara,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Rorya,Lake,Mara,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Ukerewe,Lake,Mwanza,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Kakonko,Western,Kigoma,high,high,revNMSP3a_adj,ITN MRC continuous-IRS
84,Bunda DC,Lake,Mara,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Mbogwe,Lake,Geita,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Ngara,Lake,Kagera,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
84,Kibondo,Western,Kigoma,high,high,revNMSP7a_adj_VConly,ITN MRC continuous-IRS
87,Lushoto,Northern,Tanga,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Same,Northern,Kilimanjaro,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Same,Northern,Kilimanjaro,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Sumbawanga,Southwest Highlands,Rukwa,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Chemba,Central,Dodoma,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Manyoni,Central,Singida,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Kiteto,Central,Manyara,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Mbeya Urban,Southwest Highlands,Mbeya,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Iramba,Central,Singida,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Iringa,Southern Highlands,Iringa,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Lushoto,Northern,Tanga,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Kondoa,Central,Dodoma,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Kilolo,Southern Highlands,Iringa,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Kondoa,Central,Dodoma,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Chamwino,Central,Dodoma,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Mkalama,Central,Singida,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Ileje,Southwest Highlands,Songwe,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Mpimbwe,Southwest Highlands,Katavi,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Mkalama,Central,Singida,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Chamwino,Central,Dodoma,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Mbeya Urban,Southwest Highlands,Mbeya,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Mufindi,Southern Highlands,Iringa,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Rungwe,Southwest Highlands,Mbeya,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Kongwa,Central,Dodoma,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Gairo,Eastern,Morogoro,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Kiteto,Central,Manyara,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Iringa,Southern Highlands,Iringa,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Iramba,Central,Singida,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Kongwa,Central,Dodoma,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Rungwe,Southwest Highlands,Mbeya,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Manyoni,Central,Singida,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Njombe,Southern Highlands,Njombe,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Mbarali,Southwest Highlands,Mbeya,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Gairo,Eastern,Morogoro,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Chemba,Central,Dodoma,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Njombe,Southern Highlands,Njombe,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Simanjiro,Central,Manyara,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Mpimbwe,Southwest Highlands,Katavi,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Simanjiro,Central,Manyara,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Ikungi,Central,Singida,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Mufindi,Southern Highlands,Iringa,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Ikungi,Central,Singida,low,low,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
87,Ileje,Southwest Highlands,Songwe,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Kilolo,Southern Highlands,Iringa,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Sumbawanga,Southwest Highlands,Rukwa,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
87,Mbarali,Southwest Highlands,Mbeya,low,low,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
91,Newala DC,Southern,Mtwara,high,high,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN MRC continuous
91,Kibaha,Eastern,Pwani,high,high,revNMSP4a_adj_CMall,increase in CM - ITN MRC continuous
91,Handeni,Northern,Tanga,high,high,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN MRC continuous
91,Bariadi DC,Lake,Simiyu,high,high,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN MRC continuous
91,Kaliua,Western,Tabora,high,high,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN MRC continuous
91,Namtumbo,Southern Highlands,Ruvuma,high,high,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN MRC continuous
91,Shinyanga,Lake,Shinyanga,high,high,revNMSP4a_adj_CMall,increase in CM - ITN MRC continuous
91,Mkuranga,Eastern,Pwani,high,high,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN MRC continuous
91,Ruangwa,Southern,Lindi,high,high,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN MRC continuous
91,Busega,Lake,Simiyu,moderate,moderate,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
91,Ifakara,Eastern,Morogoro,moderate,moderate,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
91,Namtumbo,Southern Highlands,Ruvuma,high,high,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN MRC continuous
91,Kibaha,Eastern,Pwani,high,high,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN MRC continuous
91,Mlele,Southwest Highlands,Katavi,high,high,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN MRC continuous
91,Lindi,Southern,Lindi,high,high,revNMSP4a_adj_CMall,increase in CM - ITN MRC continuous
91,Nzega TC,Western,Tabora,high,high,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN MRC continuous
91,Kaliua,Western,Tabora,high,high,revNMSP4a_adj_CMall,increase in CM - ITN MRC continuous
91,Nanyumbu,Southern,Mtwara,high,high,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN MRC continuous
91,Bariadi DC,Lake,Simiyu,high,high,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN MRC continuous
91,Ulanga,Eastern,Morogoro,high,high,revNMSP4a_adj_CMall,increase in CM - ITN MRC continuous
91,Nzega,Western,Tabora,high,high,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN MRC continuous
91,Ruangwa,Southern,Lindi,high,high,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN MRC continuous
91,Nachingwea,Southern,Lindi,high,high,revNMSP4a_adj_CMall,increase in CM - ITN MRC continuous
91,Morogoro,Eastern,Morogoro,high,high,revNMSP4a_adj_CMall,increase in CM - ITN MRC continuous
91,Mpwapwa,Central,Dodoma,moderate,moderate,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
91,Songea DC,Southern Highlands,Ruvuma,high,high,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN MRC continuous
91,Handeni,Northern,Tanga,high,high,revNMSP4a_adj_CMall,increase in CM - ITN MRC continuous
91,Kwimba,Lake,Mwanza,moderate,moderate,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
91,Kigamboni,Eastern,Daressalaam,urban,moderate,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
91,Kwimba,Lake,Mwanza,moderate,moderate,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
91,Masasi Township Authority,Southern,Mtwara,high,high,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN MRC continuous
91,Urambo,Western,Tabora,high,high,revNMSP4a_adj_CMall,increase in CM - ITN MRC continuous
91,Tandahimba,Southern,Mtwara,high,high,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN MRC continuous
91,Tunduru,Southern Highlands,Ruvuma,high,high,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN MRC continuous
91,Namtumbo,Southern Highlands,Ruvuma,high,high,revNMSP4a_adj_CMall,increase in CM - ITN MRC continuous
91,Shinyanga,Lake,Shinyanga,high,high,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN MRC continuous
91,Namtumbo,Southern Highlands,Ruvuma,high,high,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN MRC continuous
91,Geita Town,Lake,Geita,moderate,moderate,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
91,Busega,Lake,Simiyu,moderate,moderate,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,increase in CM - ITN MRC continuous
91,Shinyanga,Lake,Shinyanga,high,high,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN MRC continuous
91,Tandahimba,Southern,Mtwara,high,high,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN MRC continuous
91,Muheza,Northern,Tanga,high,high,revNMSP4a_adj_CMall,increase in CM - ITN MRC continuous
91,Momba,Southwest Highlands,Songwe,moderate,moderate,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,increase in CM - ITN MRC continuous
91,Bariadi DC,Lake,Simiyu,high,high,revNMSP4a_adj_CMall,increase in CM - ITN MRC continuous
91,Handeni Mjini,Northern,Tanga,high,high,revNMSP4a_adj_CMall,increase in CM - ITN MRC continuous
91,Tandahimba,Southern,Mtwara,high,high,revNMSP4a_adj_CMall,increase in CM - ITN MRC continuous
