NMSPcurrent,District,Zone,Region,Strata,Strata_withoutUrban,NMSPcurrent.withCM,NMSPcurrent.withCM_noITNinLow,NMSPcurrent_label,NMSPcurrent.withCM_label,NMSPcurrent.withCM_noITNinLow_label,revNMSP3a_adj,revNMSP3b_adj_withIPTsc,revNMSP4a_adj_CMall,revNMSP4b_adj_CMall_withIPTsc,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,revNMSP7a_adj_VConly,revNMSP7b_adj_VConly_withIPTsc,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,revNMSP3a_adj_label,revNMSP3b_adj_withIPTsc_label,revNMSP4a_adj_CMall_label,revNMSP4b_adj_CMall_withIPTsc_label,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly_label,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow_label,revNMSP7a_adj_VConly_label,revNMSP7b_adj_VConly_withIPTsc_label,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly_label,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow_label,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM_label,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow_label,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM_label
27,Kisarawe,Eastern,Pwani,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Kilosa,Eastern,Morogoro,moderate,moderate,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Gairo,Eastern,Morogoro,low,low,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,49,49,49,49,51,51,19,19,21,19,87,87,79,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous-LARV,ITN continuous-LARV,ITN continuous,ITN continuous-LARV,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Kilombero,Eastern,Morogoro,moderate,moderate,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Masasi Township Authority,Southern,Mtwara,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Liwale,Southern,Lindi,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Itilima,Lake,Simiyu,moderate,moderate,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Nanyamba TC,Southern,Mtwara,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Lindi,Southern,Lindi,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Kasulu,Western,Kigoma,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
27,Mvomero,Eastern,Morogoro,moderate,moderate,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Mbinga,Southern Highlands,Ruvuma,moderate,moderate,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Bagamoyo,Eastern,Pwani,moderate,moderate,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Kakonko,Western,Kigoma,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
27,Namtumbo,Southern Highlands,Ruvuma,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Bariadi TC,Lake,Simiyu,moderate,moderate,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Igunga,Western,Tabora,moderate,moderate,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Uyui,Western,Tabora,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Malinyi,Eastern,Morogoro,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Nyasa,Southern Highlands,Ruvuma,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Nzega,Western,Tabora,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Kibaha Urban,Eastern,Pwani,moderate,moderate,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Mpanda,Southwest Highlands,Katavi,moderate,moderate,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Newala TC,Southern,Mtwara,moderate,moderate,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Mlele,Southwest Highlands,Katavi,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Kigoma,Western,Kigoma,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
27,Ulanga,Eastern,Morogoro,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Ifakara,Eastern,Morogoro,moderate,moderate,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Bariadi DC,Lake,Simiyu,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Kaliua,Western,Tabora,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Nsimbo,Southwest Highlands,Katavi,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Tandahimba,Southern,Mtwara,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Masasi,Southern,Mtwara,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Mpimbwe,Southwest Highlands,Katavi,low,low,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,49,49,49,49,51,51,19,19,21,19,87,87,79,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous-LARV,ITN continuous-LARV,ITN continuous,ITN continuous-LARV,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Kishapu,Lake,Shinyanga,moderate,moderate,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Kibondo,Western,Kigoma,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
27,Mkuranga,Eastern,Pwani,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Madaba,Southern Highlands,Ruvuma,moderate,moderate,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Mafia,Eastern,Pwani,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Kahama TC,Lake,Shinyanga,moderate,moderate,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Rufiji,Eastern,Pwani,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Urambo,Western,Tabora,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Chalinze,Eastern,Pwani,moderate,moderate,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Ushetu,Lake,Shinyanga,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Uvinza,Western,Kigoma,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
27,Kilwa,Southern,Lindi,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Nachingwea,Southern,Lindi,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Mtwara DC,Southern,Mtwara,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Nanyumbu,Southern,Mtwara,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Kibiti,Eastern,Pwani,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
